a_m,max_distance_m,margin_m,certified
1130.0,996.9496764656195,3.0303235343805,True
1135.0,994.8091274896826,5.170872510317395,True
1140.0,992.689147149632,7.290852850367969,True
1150.0,988.5114204360128,11.468579563987191,True
1200.0,968.9015717043836,31.07842829561639,True
