seed,group,field,radius,method,available,guaranteed_receive,second_received,posterior_contains_truth,posterior_radius_m,posterior_diameter_m,posterior_area_m2,clear_ready,second_action_s,predicted_radius_m,predicted_J_s,selection_s,evaluated_candidates,completed,total_virtual_s,measures,clear_attempts,error
413010,center,negative,1000.0,fixed_flank,True,True,True,True,16.087761792176234,32.175523584352355,375.0614884900934,True,179.928557,69.21060770702235,394.09599879077706,0.01037347999999838,1,True,283.828157,2,1,
413010,center,negative,1000.0,current,True,True,True,True,15.006304679509599,30.01260935901917,245.51168906335246,True,163.125011,96.96022751748512,375.1881923105022,1.1219795229999363,129,True,230.674054,2,1,
413010,center,negative,1000.0,shape,True,True,True,True,15.405194098257766,30.810388196515447,222.13933879164833,True,161.505864,108.09857739537834,376.05226334544017,0.3168716059999497,31,True,221.66789,2,1,
413011,edge,negative,1000.0,on_bearing,True,True,True,True,126.78474186063252,253.56948372126482,1176.0230741667456,False,155.0,372.5005593910171,474.75039043917025,0.008228372000075979,1,True,223.836619,3,1,
413011,edge,negative,1000.0,fixed_flank,True,True,True,True,22.768147312196206,45.53629462439225,623.9548782407074,False,179.928557,28.861171449786074,373.39999281724994,0.010099754000066241,1,True,301.845184,3,1,
413011,edge,negative,1000.0,current,True,True,True,True,33.72706080825248,67.45412161650475,727.2436349530285,False,109.730291,67.43800708026454,255.89951161175395,1.0806608870000218,129,True,232.893706,3,1,
413011,edge,negative,1000.0,shape,True,True,True,True,55.31021093273982,110.62042186547941,1474.5384344271672,False,110.409036,71.62756111108457,255.64809480171775,0.28779500399991775,31,True,229.277596,3,1,
413012,rotated,negative,1000.0,on_bearing,True,True,True,True,46.456663302918265,92.91332660583642,133.8568992027183,False,155.0,375.17781067642716,476.6244663389554,0.014038269000138826,1,True,192.915097,3,1,
413012,rotated,negative,1000.0,fixed_flank,True,True,True,True,15.847575946613976,31.695151893227898,379.93777217832144,True,179.928557,69.18870079415161,393.5845936332863,0.013936700000158453,1,True,282.426262,2,1,
413012,rotated,negative,1000.0,current,True,True,True,True,14.663827687840167,29.327655375680273,237.39117726415222,True,161.724855,98.78239482749592,375.57987715456545,1.2440331129998867,129,True,227.539894,2,1,
413012,rotated,negative,1000.0,shape,True,True,True,True,15.203010704379217,30.406021408758434,219.75973622524654,True,161.398469,107.82336200306476,375.72356472274606,0.3072745459999169,31,True,221.201847,2,1,
413013,wrap,negative,1000.0,on_bearing,True,True,True,True,68.66068622599961,137.3213724519991,258.7581011176311,False,155.0,375.1767647994963,476.62373422510166,0.009092544000168346,1,True,194.345754,3,1,
413013,wrap,negative,1000.0,fixed_flank,True,True,True,True,18.867286105768212,37.73457221153642,495.9285336339212,True,179.928557,69.18844691509219,393.58442045416456,0.0102087099999153,1,True,282.048746,2,1,
413013,wrap,negative,1000.0,current,True,True,True,True,18.89385458837647,37.78770917675287,323.6581730265973,True,163.376951,97.65701965867865,374.97166645066477,1.0586433989999477,129,True,230.067077,2,1,
413013,wrap,negative,1000.0,shape,True,True,True,True,18.816942171861417,37.63388434372277,282.0545830907492,True,161.689946,108.53818109117151,376.6281631131212,0.27709784299986495,31,True,220.511359,2,1,
413014,short_range,negative,1000.0,on_bearing,True,True,True,True,344.98169790364267,689.9633958072853,2984.1286642802734,False,155.0,375.16515460151396,476.6156070865072,0.01142950300004486,1,True,321.487202,3,1,
413014,short_range,negative,1000.0,fixed_flank,True,True,True,True,28.95975906500388,57.91951813000775,66.28523616332723,False,179.928557,69.22735993497938,393.85361855790325,0.011606990000018413,1,True,369.843676,3,1,
413014,short_range,negative,1000.0,current,True,True,True,True,35.1574058289733,70.31481165794658,212.56648132257226,False,163.768762,94.14393034090726,375.45475022160394,1.2064451090000148,129,True,330.182347,3,1,
413014,short_range,negative,1000.0,shape,True,True,True,True,41.77191249207085,83.54382498414164,265.18459842589425,False,161.439374,107.9683972487106,375.8742591742105,0.2993783379999968,31,True,324.659096,3,1,
413015,center,smooth,1000.0,on_bearing,True,True,True,True,57.07962869497589,114.15925738995166,189.83181527467246,False,155.0,375.17722950516145,476.62405951906806,0.009336922999864328,1,True,189.505486,3,1,
413015,center,smooth,1000.0,fixed_flank,True,True,True,True,17.61303370521355,35.22606741042705,465.5246293916763,True,179.928557,69.18851214091048,393.58446494680754,0.011283427000080337,1,True,280.907048,2,1,
413015,center,smooth,1000.0,current,True,True,True,True,16.830611355342462,33.66122271068488,281.12824808205454,True,162.206475,99.37791560448112,375.3718875983419,1.0639447119999659,129,True,225.915631,2,1,
413015,center,smooth,1000.0,shape,True,True,True,True,16.536399488253068,33.072798976506135,242.75790016227938,True,161.68634,108.56391422709368,376.63019524896004,0.27485026599993034,31,True,217.977891,2,1,
413016,edge,smooth,1000.0,on_bearing,True,True,True,True,144.10778915116708,288.21557830233417,1513.7953692719875,False,155.0,372.5005319277333,474.7503712148714,0.00795057199979965,1,True,225.732956,3,1,
413016,edge,smooth,1000.0,fixed_flank,True,True,True,True,27.12965837794749,54.259316755894794,743.1104636774526,False,179.928557,28.86123559219886,373.40003575788376,0.009266253000077995,1,True,304.656353,3,1,
413016,edge,smooth,1000.0,current,True,True,True,True,59.88895133713068,119.77790267426114,1442.5086922082721,False,117.421284,60.55061998989217,265.19593681879445,1.139530559999912,129,True,241.802735,3,1,
413016,edge,smooth,1000.0,shape,True,True,True,True,70.7316994507661,141.46339890153197,1759.2512469091885,False,113.875171,75.05754733798697,264.3091659460022,0.2562401679999766,31,True,232.927282,3,1,
413017,rotated,smooth,1000.0,on_bearing,True,True,True,True,372.6471435928323,745.2942871856645,6246.520111268801,False,155.0,375.15997449442136,476.6119810115109,0.008430463999957283,1,True,322.955828,3,1,
413017,rotated,smooth,1000.0,fixed_flank,True,True,True,True,18.02217230367318,36.04434460734636,475.1583858491166,True,179.928557,69.21568282479417,393.6029988422482,0.0088386250001804,1,True,281.243609,2,1,
413017,rotated,smooth,1000.0,current,True,True,True,True,17.455459832201207,34.91091966440241,304.5578914536038,True,163.510178,95.7900237313528,375.206137339336,1.1282425800000055,129,True,230.334776,2,1,
413017,rotated,smooth,1000.0,shape,True,True,True,True,17.16350673915591,34.32701347831182,253.65262753244804,True,161.866201,108.21779026864068,376.8481902497459,0.2522345330000917,31,True,218.934242,2,1,
413018,wrap,smooth,1000.0,on_bearing,True,True,True,True,269.9962677979501,539.9925355959002,2134.367838274242,False,155.0,375.1656011923804,476.615919700097,0.011234819999799583,1,True,267.900711,3,1,
413018,wrap,smooth,1000.0,fixed_flank,True,True,True,True,16.04573829083157,32.09147658166314,375.74308996963055,True,179.928557,69.18784984891238,393.65873894652793,0.008969243999899845,1,True,283.582878,2,1,
413018,wrap,smooth,1000.0,current,True,True,True,True,14.983272786697803,29.966545573395532,241.37427082087288,True,161.549053,98.89411048339947,375.6698837123637,1.146244508999871,129,True,228.688185,2,1,
413018,wrap,smooth,1000.0,shape,True,True,True,True,15.798886553955644,31.597773107911287,227.65587805181494,True,161.792374,108.34113625606432,376.73956324996135,0.2777729830002045,31,True,222.815955,2,1,
413019,short_range,smooth,1000.0,on_bearing,True,True,True,True,370.00223744341554,740.0044748868311,3390.2998499590317,False,155.0,375.1701313031179,476.61909077763346,0.009017858999868622,1,True,330.533897,3,1,
413019,short_range,smooth,1000.0,fixed_flank,True,True,True,True,16.571939466253784,33.14387893250757,23.803248222564154,True,179.928557,69.19004244432084,394.1778681842874,0.01094568899998194,1,True,361.142185,2,1,
413019,short_range,smooth,1000.0,current,True,True,True,True,17.417988119157148,34.83597623831428,25.045492474780833,True,162.716084,97.17916187331268,375.3670141346764,1.2762129349998759,129,True,326.202066,2,1,
413019,short_range,smooth,1000.0,shape,True,True,True,True,37.80716598752463,75.61433197504924,102.64354671219783,False,161.421949,107.92664277919985,375.8059014939415,0.30042288999993616,31,True,332.072288,3,1,
413020,center,zero,1250.0,on_bearing,True,True,True,True,370.00117414495645,740.0023482899129,4955.513725462492,False,155.0,375.16484624460327,476.61539123666955,0.01055595700017875,1,True,326.296467,3,1,
413020,center,zero,1250.0,fixed_flank,True,True,True,True,15.484856570344666,30.969713140689276,399.1438561518007,True,179.928557,69.227035088784,393.8535460535281,0.010276455000166607,1,True,280.309174,2,1,
413020,center,zero,1250.0,current,True,True,True,True,14.310995933079182,28.62199186615829,263.37924018304136,True,165.813507,90.4774855276754,375.8932417771205,1.1411033109998243,129,True,235.140545,2,1,
413020,center,zero,1250.0,shape,True,True,True,True,14.023176176372735,28.04635235274544,204.91644077813376,True,161.440501,107.979674955958,375.8773327331453,0.3916272100000242,31,True,217.269796,2,1,
