index,seed,N,baseline_last_clear_s,c_last_clear_s,delta_c_minus_baseline_s
112,1713000112,10,7469.720984,4825.172728,-2644.548256
113,1713000113,10,10011.928949,9989.06191,-22.86703899999884
114,1713000114,12,1153.768234,1249.617128,95.8488940000002
115,1713000115,10,9366.643964,9366.643964,0.0
116,1713000116,14,8502.10949,6450.051922,-2052.057568000001
117,1713000117,11,10511.616319,10511.616319,0.0
118,1713000118,10,8865.346011,9310.827782,445.48177100000066
119,1713000119,16,12435.046563,12321.742734,-113.3038290000004
120,1713000120,12,12337.41769,12408.438926,71.0212360000005
121,1713000121,11,7873.121267,7873.121267,0.0
122,1713000122,14,9709.539599,9707.539183,-2.0004159999989497
123,1713000123,12,11779.85696,11779.85696,0.0
124,1713000124,11,9732.77189,5378.72196,-4354.04993
125,1713000125,11,8886.542897,8886.542897,0.0
126,1713000126,12,1577.004488,1641.873398,64.86890999999991
127,1713000127,12,9616.889061,9604.587351,-12.30170999999973
128,1713000128,11,9246.452698,9145.93967,-100.5130279999994
129,1713000129,11,11783.272717,11794.441402,11.16868500000055
130,1713000130,11,3209.770038,5773.359667,2563.5896289999996
131,1713000131,13,7992.54585,7992.54585,0.0
132,1713000132,13,14204.244637,14058.313841,-145.93079600000056
133,1713000133,12,8797.286581,8797.286581,0.0
134,1713000134,12,9506.249874,10166.690394,660.4405200000001
135,1713000135,11,14700.713683,14700.713683,0.0
136,1713000136,11,9259.776797,8561.110306,-698.666491
137,1713000137,16,5171.028146,5171.028146,0.0
138,1713000138,16,2800.839122,2882.873827,82.03470500000003
139,1713000139,16,9463.356429,9436.85426,-26.502168999999412
140,1713000140,16,7575.515916,9958.479526,2382.963609999999
141,1713000141,14,12041.836306,12041.836306,0.0
142,1713000142,15,1575.193139,1584.185747,8.992608000000018
143,1713000143,14,5556.935358,5556.935358,0.0
144,1713000144,12,10375.894062,10375.894062,0.0
145,1713000145,16,7468.56505,7468.56505,0.0
146,1713000146,14,1885.363813,1885.363813,0.0
147,1713000147,16,11875.266582,11740.97749,-134.2890920000009
148,1713000148,14,8759.698478,8759.698478,0.0
149,1713000149,15,9909.224421,9586.764897,-322.4595240000017
150,1713000150,12,12438.883323,11697.63325,-741.2500729999992
151,1713000151,12,6754.124738,6754.124738,0.0
152,1713000152,16,6838.117334,6932.072367,93.95503300000018
153,1713000153,13,11600.646169,11600.646169,0.0
154,1713000154,11,4819.03505,4735.521651,-83.51339900000039
155,1713000155,14,11450.225814,11131.277114,-318.948699999999
156,1713000156,10,8738.424134,8555.762984,-182.6611499999999
157,1713000157,10,10079.309025,10079.309025,0.0
158,1713000158,15,10513.03459,10034.65305,-478.3815399999985
159,1713000159,11,11573.236409,11573.236409,0.0
160,1713000160,14,10130.067245,6306.984504,-3823.082741
161,1713000161,16,9939.08106,9936.319171,-2.761889000001247
162,1713000162,13,13577.8043,13876.592962,298.78866200000084
163,1713000163,11,9416.891367,9416.891367,0.0
164,1713000164,12,10278.920127,9173.538213,-1105.3819139999996
165,1713000165,15,11123.970448,11123.970448,0.0
166,1713000166,16,2045.636971,2045.636971,0.0
167,1713000167,10,11497.333962,11161.339422,-335.9945400000015
168,1713000168,15,8405.816821,9583.242448,1177.4256270000005
169,1713000169,12,7467.295798,7467.295798,0.0
170,1713000170,10,2299.883102,2443.310976,143.42787400000043
171,1713000171,13,11234.140185,11604.81067,370.67048500000055
172,1713000172,12,9407.929974,5825.530257,-3582.3997170000002
173,1713000173,13,9501.736309,9463.659237,-38.077072000000044
174,1713000174,12,10411.121868,9708.736946,-702.3849219999993
175,1713000175,13,9850.35423,9850.35423,0.0
176,1713000176,11,11235.472353,11235.472353,0.0
177,1713000177,10,8151.877358,8151.877358,0.0
178,1713000178,11,2028.30719,3956.1285,1927.8213099999998
179,1713000179,10,9238.170582,9206.380672,-31.789910000001328
180,1713000180,10,12069.972429,12069.972429,0.0
181,1713000181,15,8207.817728,8266.761549,58.94382100000075
182,1713000182,12,1724.017847,1724.017847,0.0
183,1713000183,15,15536.528662,15533.744233,-2.7844290000011824
184,1713000184,10,9379.359463,7978.100971,-1401.2584920000008
185,1713000185,10,7682.381813,7682.381813,0.0
186,1713000186,12,9212.537585,9118.97216,-93.56542500000069
187,1713000187,10,9568.02145,9568.02145,0.0
188,1713000188,16,6315.153672,4900.153015,-1415.0006570000005
189,1713000189,14,12099.188161,12099.188161,0.0
190,1713000190,13,2886.45675,3042.28815,155.83140000000003
191,1713000191,15,12488.435973,12488.435973,0.0
192,1713000192,14,10379.74795,10051.047977,-328.6999730000007
193,1713000193,11,8337.14579,8281.813605,-55.33218500000112
194,1713000194,10,1991.676124,2055.702663,64.02653899999996
195,1713000195,13,10893.749278,10893.749278,0.0
196,1713000196,12,7090.864511,8081.126662,990.2621509999999
197,1713000197,12,6698.94999,6698.94999,0.0
198,1713000198,10,10870.493851,11051.795085,181.30123400000048
199,1713000199,14,9429.547856,9134.716727,-294.8311289999983
200,1713000200,11,10382.797507,10382.797507,0.0
201,1713000201,16,8749.840131,8749.840131,0.0
202,1713000202,15,3157.983527,3354.166142,196.18261500000017
203,1713000203,12,9035.529361,9035.529361,0.0
204,1713000204,14,11182.441899,10116.893466,-1065.548433
205,1713000205,15,7876.878177,7876.878177,0.0
206,1713000206,13,3698.426656,3698.426656,0.0
207,1713000207,15,10145.692646,10181.256473,35.56382699999995
208,1713000208,16,7919.895764,6757.318717,-1162.5770469999998
209,1713000209,15,7266.799387,7226.366963,-40.43242399999963
210,1713000210,15,11489.550803,11026.29787,-463.25293299999976
211,1713000211,12,9873.507489,9873.507489,0.0
212,1713000212,13,6618.152033,6618.152033,0.0
213,1713000213,15,8701.043859,7573.209865,-1127.8339939999996
214,1713000214,10,10059.880702,7624.76341,-2435.117292000001
215,1713000215,13,8417.330583,8417.330583,0.0
216,1713000216,15,9975.388765,9935.970121,-39.418643999999404
217,1713000217,12,8370.188873,8370.188873,0.0
218,1713000218,12,1495.902313,1352.8522,-143.050113
219,1713000219,14,13101.815316,13101.815316,0.0
220,1713000220,12,9477.707177,9401.532473,-76.17470400000093
221,1713000221,10,10074.295581,10028.505013,-45.79056800000035
222,1713000222,15,10667.339201,11417.842355,750.503154
223,1713000223,15,9508.048814,9272.638598,-235.41021600000022
224,1713000224,10,6930.226348,6011.43363,-918.7927179999997
225,1713000225,11,11873.562658,11873.562658,0.0
226,1713000226,16,2541.895767,3376.617387,834.7216199999998
227,1713000227,13,10491.951679,10467.278554,-24.673124999999345
228,1713000228,16,10563.875973,9838.065566,-725.8104070000009
229,1713000229,10,8576.158343,8576.158343,0.0
230,1713000230,12,2592.307793,2305.14645,-287.16134299999976
231,1713000231,15,7896.126401,7896.126401,0.0
232,1713000232,16,7173.071721,7953.98949,780.9177689999997
233,1713000233,14,9792.093261,9792.093261,0.0
234,1713000234,13,10293.070156,10495.071842,202.0016859999996
235,1713000235,15,9077.030933,9106.51971,29.488777000000482
236,1713000236,15,5824.148168,8514.2806,2690.1324320000003
237,1713000237,10,10517.496405,10517.496405,0.0
238,1713000238,15,6663.860586,4154.26899,-2509.591596
239,1713000239,15,8636.600655,8636.600655,0.0
240,1713000240,12,11327.336765,10862.46942,-464.86734500000057
241,1713000241,14,7705.354891,7705.354891,0.0
242,1713000242,10,9119.673918,9067.984722,-51.689196000001175
243,1713000243,16,15603.647967,16045.426543,441.7785759999988
244,1713000244,14,6660.298174,9168.327149,2508.028975000001
245,1713000245,16,6864.050364,6864.050364,0.0
246,1713000246,10,9999.064173,10108.747133,109.6829600000001
247,1713000247,15,10077.043755,10077.043755,0.0
248,1713000248,15,12450.120938,11693.972024,-756.1489139999994
249,1713000249,14,12292.562556,12292.562556,0.0
250,1713000250,13,2387.573227,5177.56364,2789.9904130000004
251,1713000251,16,7953.761673,7953.761673,0.0
252,1713000252,13,14344.424221,14550.132105,205.7078840000013
253,1713000253,15,10612.770115,10021.862614,-590.9075009999997
254,1713000254,16,1705.733124,1705.733124,0.0
255,1713000255,12,15231.339839,15231.339839,0.0
256,1713000256,16,7331.763336,5897.315131,-1434.4482049999997
257,1713000257,10,7380.218801,7380.218801,0.0
258,1713000258,10,10850.812239,10790.513911,-60.298328000000765
259,1713000259,10,9808.265981,9808.265981,0.0
260,1713000260,11,5328.216264,5156.499181,-171.71708299999955
261,1713000261,15,11818.165808,11780.801023,-37.364784999999756
262,1713000262,12,1607.455449,1587.594812,-19.860636999999997
263,1713000263,13,9373.146683,9373.146683,0.0
264,1713000264,15,8581.12895,8499.800797,-81.32815300000038
265,1713000265,15,5677.46806,5677.46806,0.0
266,1713000266,14,10654.948293,9662.493301,-992.454991999999
267,1713000267,16,14722.416939,14722.416939,0.0
268,1713000268,14,8028.685129,8573.784589,545.0994600000004
269,1713000269,14,7384.833308,7407.646533,22.813224999999875
270,1713000270,12,4589.418614,3800.463978,-788.9546359999999
271,1713000271,13,9126.972206,9017.849833,-109.12237300000015
272,1713000272,14,8779.232607,9061.382846,282.1502390000005
273,1713000273,16,10527.827559,10527.827559,0.0
274,1713000274,14,2498.359482,2500.395759,2.0362770000001547
275,1713000275,15,9973.100593,9973.100593,0.0
276,1713000276,12,11171.41639,10962.890605,-208.52578499999981
277,1713000277,14,7543.951958,7543.951958,0.0
278,1713000278,13,4064.251459,4111.185841,46.93438200000037
279,1713000279,11,10113.957816,10014.623755,-99.33406099999956
280,1713000280,16,7773.205324,7569.000052,-204.20527199999924
281,1713000281,13,9521.833062,9521.833062,0.0
282,1713000282,12,4623.021946,4623.021946,0.0
283,1713000283,12,10331.691315,10331.691315,0.0
284,1713000284,13,7569.156163,10057.19473,2488.0385669999996
285,1713000285,16,7197.055213,7197.055213,0.0
286,1713000286,12,3349.692207,3349.692207,0.0
287,1713000287,15,9790.545184,9790.545184,0.0
288,1713000288,16,5947.288088,5139.331752,-807.9563360000002
289,1713000289,13,8892.068275,8892.068275,0.0
290,1713000290,15,8322.390971,6295.792129,-2026.5988420000003
291,1713000291,15,12859.248493,12650.262776,-208.98571699999957
292,1713000292,11,9784.774619,9664.635574,-120.1390449999999
293,1713000293,14,10420.426627,10420.426627,0.0
294,1713000294,15,12188.226132,12514.880633,326.6545010000009
295,1713000295,12,10363.414577,9785.851202,-577.5633749999997
296,1713000296,12,9931.823221,10434.893049,503.0698279999997
297,1713000297,15,15694.21462,15531.278855,-162.93576500000017
298,1713000298,11,9077.429128,9077.429128,0.0
299,1713000299,14,8981.094603,8981.094603,0.0
300,1713000300,16,9325.91269,9290.164268,-35.748421999998754
301,1713000301,13,6098.274432,6098.274432,0.0
302,1713000302,10,9139.019575,8591.8844,-547.1351749999994
303,1713000303,12,13355.582671,15982.138975,2626.5563039999997
304,1713000304,16,9616.460997,7848.91802,-1767.542977
305,1713000305,12,9007.128226,9007.128226,0.0
306,1713000306,11,13236.410139,11579.122808,-1657.2873309999995
307,1713000307,11,10413.585842,10447.239832,33.653989999998885
308,1713000308,11,9037.090491,9007.619184,-29.471307000001616
309,1713000309,16,5522.274343,5454.753068,-67.52127500000006
310,1713000310,12,2083.928284,2035.472311,-48.455973000000085
311,1713000311,14,9911.327018,9272.819519,-638.5074989999994
312,1713000312,14,10641.417506,10641.417506,0.0
313,1713000313,13,8425.586977,8425.586977,0.0
314,1713000314,10,10751.078139,10922.955971,171.87783200000013
315,1713000315,12,10317.646618,10317.646618,0.0
316,1713000316,16,4750.283486,4642.3052,-107.97828600000048
317,1713000317,10,8225.342734,8324.904441,99.56170700000075
318,1713000318,10,9479.28326,9728.461944,249.17868400000043
319,1713000319,15,10912.092293,10912.092293,0.0
320,1713000320,14,6950.182871,6879.528354,-70.65451699999994
321,1713000321,14,11418.019021,11494.579312,76.56029099999978
322,1713000322,10,2547.77764,8724.979152,6177.201512
323,1713000323,16,9094.56207,9094.56207,0.0
324,1713000324,14,10027.613121,6397.677525,-3629.9355960000003
325,1713000325,11,6646.836621,6646.836621,0.0
326,1713000326,16,2791.134043,2864.384894,73.25085099999978
327,1713000327,13,14183.256343,14183.256343,0.0
328,1713000328,13,8464.71245,8313.181877,-151.530573
329,1713000329,12,7573.378366,7573.378366,0.0
330,1713000330,12,12317.290958,11649.153999,-668.1369589999995
331,1713000331,14,9816.842567,9818.393008,1.5504409999994095
332,1713000332,16,6440.249101,6290.390978,-149.85812299999998
333,1713000333,16,8380.997362,8380.997362,0.0
334,1713000334,15,2588.504763,4882.198414,2293.6936510000005
335,1713000335,13,9539.52238,9539.52238,0.0
336,1713000336,11,10683.086337,10719.313101,36.22676399999909
337,1713000337,12,9914.681404,9173.484255,-741.1971490000014
338,1713000338,15,8836.62413,9001.10931,164.48517999999967
339,1713000339,11,12855.867348,12890.539677,34.6723290000009
340,1713000340,15,6238.472866,6238.472866,0.0
341,1713000341,10,10198.558523,10198.558523,0.0
342,1713000342,11,3756.983387,1948.3564,-1808.6269870000003
343,1713000343,13,9555.228018,9509.328076,-45.89994200000001
344,1713000344,13,9754.015598,10735.695117,981.6795189999993
345,1713000345,13,10609.633752,10485.947953,-123.68579899999895
346,1713000346,10,6240.620557,6240.620557,0.0
347,1713000347,11,8136.923937,8303.152976,166.22903899999983
348,1713000348,15,16156.017953,16277.98485,121.96689700000024
349,1713000349,15,8126.22859,8126.22859,0.0
350,1713000350,16,2570.123686,2599.85414,29.73045400000001
351,1713000351,14,13724.447847,15485.378865,1760.9310180000011
352,1713000352,13,9656.001548,10509.440528,853.438979999999
353,1713000353,16,7509.863876,7509.863876,0.0
354,1713000354,16,4446.775818,4446.775818,0.0
355,1713000355,14,9854.220474,9570.001001,-284.2194729999992
356,1713000356,14,10722.291111,11125.40995,403.11883899999884
357,1713000357,16,7041.069167,7041.069167,0.0
358,1713000358,16,3250.287572,4180.85382,930.5662480000001
359,1713000359,10,6794.500255,6794.500255,0.0
360,1713000360,10,11396.001062,12113.327591,717.3265289999999
361,1713000361,10,6652.543877,6652.543877,0.0
362,1713000362,14,1955.400318,2025.874437,70.47411899999997
363,1713000363,12,13342.03455,13342.03455,0.0
364,1713000364,12,9622.116691,9680.917081,58.800390000000334
365,1713000365,16,7050.055324,7050.055324,0.0
366,1713000366,11,9486.968613,10079.195584,592.226971
367,1713000367,11,8961.302922,8961.302922,0.0
368,1713000368,16,7117.695278,9324.141504,2206.446225999999
369,1713000369,13,12064.734741,12369.406729,304.67198800000006
370,1713000370,10,7540.388012,7507.964513,-32.42349900000045
371,1713000371,12,11140.616635,11140.616635,0.0
372,1713000372,15,12679.972546,12529.169676,-150.80287000000135
373,1713000373,16,5507.551715,5332.630293,-174.92142199999944
374,1713000374,15,1780.345315,6482.840851,4702.495536
375,1713000375,12,12197.309909,11762.379672,-434.9302370000005
376,1713000376,14,9833.195946,9833.195946,0.0
377,1713000377,15,6577.222448,6577.222448,0.0
378,1713000378,16,1693.716355,1772.037398,78.32104299999992
379,1713000379,16,11912.757834,11912.757834,0.0
380,1713000380,15,9948.095524,9912.275254,-35.820270000000164
381,1713000381,14,10179.84255,10243.244905,63.40235500000017
382,1713000382,15,1750.932731,1978.928962,227.99623099999985
383,1713000383,12,9993.603252,9993.603252,0.0
384,1713000384,15,5947.384946,9072.794635,3125.409689
385,1713000385,13,6705.809493,6705.809493,0.0
386,1713000386,13,6921.613005,6909.180804,-12.432201000000532
387,1713000387,16,14734.893966,14704.087814,-30.8061519999992
388,1713000388,16,7756.177002,6665.364354,-1090.812648
389,1713000389,13,8485.057285,8485.057285,0.0
390,1713000390,14,10702.058006,10637.226699,-64.83130699999856
391,1713000391,11,9482.14109,9482.14109,0.0
392,1713000392,16,4634.998533,4581.904125,-53.09440799999993
393,1713000393,12,9514.797756,9773.599663,258.80190700000094
394,1713000394,11,1471.331011,1457.660757,-13.670253999999886
395,1713000395,13,9577.87702,9577.87702,0.0
396,1713000396,15,11748.686342,11796.611468,47.92512599999827
397,1713000397,14,6807.345582,6807.345582,0.0
398,1713000398,14,5701.338052,5723.869407,22.531355000000076
399,1713000399,10,11625.938067,11625.938067,0.0
400,1713000400,15,7074.633161,7074.633161,0.0
401,1713000401,10,10222.47396,10222.47396,0.0
402,1713000402,15,11549.218581,11056.214214,-493.00436699999955
403,1713000403,15,10149.767782,10149.767782,0.0
404,1713000404,14,7030.118194,6887.497324,-142.62086999999974
405,1713000405,12,11919.767879,11919.767879,0.0
406,1713000406,16,2170.344725,2026.105843,-144.23888199999988
407,1713000407,11,11301.968797,11101.236662,-200.7321350000002
408,1713000408,10,9152.246736,9128.346786,-23.89994999999908
409,1713000409,13,6467.564187,6501.478684,33.914496999999756
410,1713000410,11,9450.092736,9571.851114,121.75837799999863
411,1713000411,13,9911.31351,9889.04956,-22.263950000000477
412,1713000412,16,5857.446599,4444.224484,-1413.2221149999996
413,1713000413,16,6419.892995,6419.892995,0.0
414,1713000414,10,10969.824023,10960.487254,-9.33676899999955
415,1713000415,12,8651.74421,8651.74421,0.0
416,1713000416,14,10957.166403,10957.166403,0.0
417,1713000417,10,6924.555153,6924.555153,0.0
418,1713000418,10,1483.850536,1598.909759,115.05922299999997
419,1713000419,11,10756.858953,10756.858953,0.0
420,1713000420,15,11939.31427,11939.31427,0.0
421,1713000421,12,8568.588215,8568.588215,0.0
422,1713000422,16,3146.204838,3086.328779,-59.87605900000017
423,1713000423,13,10316.753252,10338.552121,21.798869000000195
424,1713000424,16,6890.769241,5638.305236,-1252.4640049999998
425,1713000425,12,8234.859651,8234.859651,0.0
426,1713000426,15,1347.523882,1336.293321,-11.230560999999852
427,1713000427,13,9235.184044,9235.184044,0.0
428,1713000428,15,9444.834156,9143.958854,-300.8753020000004
429,1713000429,12,7550.148923,7551.678177,1.5292540000000372
430,1713000430,11,8353.207776,1883.625695,-6469.582081
431,1713000431,10,9613.1122,9127.027017,-486.08518299999923
432,1713000432,14,7340.055191,7310.905062,-29.15012900000056
433,1713000433,16,8258.69544,8300.33338,41.637940000000526
434,1713000434,11,8850.173779,6306.817646,-2543.356133
435,1713000435,16,10887.491284,10887.491284,0.0
436,1713000436,14,8835.921942,9269.789901,433.86795899999925
437,1713000437,12,11004.032182,11004.032182,0.0
438,1713000438,15,8764.725,8712.529172,-52.19582799999989
439,1713000439,12,9911.844961,9617.093925,-294.7510360000015
440,1713000440,14,11606.17369,11505.696065,-100.47762499999953
441,1713000441,13,13128.95593,11578.779373,-1550.1765570000007
442,1713000442,16,2760.82898,2785.103417,24.274437000000034
443,1713000443,15,11771.612329,11771.612329,0.0
444,1713000444,14,12672.056671,14255.390906,1583.3342350000003
445,1713000445,11,8673.958773,8673.958773,0.0
446,1713000446,11,1997.044764,4691.513382,2694.468618
447,1713000447,12,11050.553563,11050.553563,0.0
448,1713000448,14,3956.320615,3830.756808,-125.563807
449,1713000449,10,10338.293675,8775.73485,-1562.558825
450,1713000450,12,9410.319315,9865.115819,454.7965039999999
451,1713000451,13,9621.653148,9621.653148,0.0
452,1713000452,13,9910.594721,7707.804758,-2202.7899629999993
453,1713000453,12,9459.305967,9459.305967,0.0
454,1713000454,11,10123.510703,2544.24303,-7579.267673
455,1713000455,11,13017.190464,13017.190464,0.0
456,1713000456,10,10935.184109,10617.441324,-317.74278500000037
457,1713000457,16,7281.133505,7281.133505,0.0
458,1713000458,14,9756.328863,10155.354291,399.025427999999
459,1713000459,13,10935.741431,10900.816774,-34.92465699999957
460,1713000460,15,6984.752422,5751.559301,-1233.1931209999993
461,1713000461,10,9738.044059,9797.318404,59.27434499999981
462,1713000462,16,6612.551231,7132.801095,520.2498639999994
463,1713000463,11,9768.881765,9768.881765,0.0
464,1713000464,16,7104.960749,7156.524005,51.563256000000365
465,1713000465,16,12609.664154,12609.664154,0.0
466,1713000466,12,3133.296181,3133.296181,0.0
467,1713000467,12,9228.320687,9228.320687,0.0
468,1713000468,10,10088.664737,10399.126349,310.46161200000097
469,1713000469,15,9727.845228,9727.845228,0.0
470,1713000470,12,1677.634177,1571.756278,-105.87789899999984
471,1713000471,10,11713.014238,11713.014238,0.0
472,1713000472,14,9310.62853,8491.839457,-818.7890729999999
473,1713000473,10,8685.835309,8696.53529,10.699980999999752
474,1713000474,14,11797.947487,12632.246787,834.2993000000006
475,1713000475,14,9703.63523,9703.63523,0.0
476,1713000476,10,7304.243127,7304.243127,0.0
477,1713000477,10,8867.620074,8855.010093,-12.609980999999607
478,1713000478,13,2465.31946,2767.850445,302.5309849999999
479,1713000479,14,11851.853805,11851.853805,0.0
480,1713000480,12,10028.185036,10036.200314,8.015277999998943
481,1713000481,14,7086.911503,7086.911503,0.0
482,1713000482,12,9801.258851,10651.432983,850.1741320000001
483,1713000483,16,9930.845561,9930.845561,0.0
484,1713000484,13,7804.416635,8716.546541,912.1299060000001
485,1713000485,16,5753.993554,5753.993554,0.0
486,1713000486,12,11078.032032,11455.555849,377.52381700000115
487,1713000487,15,10593.36132,10593.36132,0.0
488,1713000488,15,6841.201785,7011.588753,170.3869679999998
489,1713000489,12,10565.424002,10565.424002,0.0
490,1713000490,14,2650.702531,2714.543231,63.8407000000002
491,1713000491,16,8812.490768,8812.490768,0.0
492,1713000492,15,11351.998776,11893.064255,541.065478999999
493,1713000493,15,5388.667607,5388.667607,0.0
494,1713000494,12,8937.736199,9113.696253,175.96005399999922
495,1713000495,15,11730.079173,11808.760195,78.68102200000067
496,1713000496,15,9702.201084,9276.625475,-425.57560899999953
497,1713000497,13,5680.928292,5662.572081,-18.356210999999348
498,1713000498,16,4317.706397,4317.706397,0.0
499,1713000499,10,7847.421687,7847.421687,0.0
500,1713000500,15,10749.445533,11661.602436,912.1569029999991
501,1713000501,11,12394.16489,12368.416197,-25.748692999999548
502,1713000502,13,8303.500996,2170.472578,-6133.028418000001
503,1713000503,11,11327.434047,11327.434047,0.0
504,1713000504,12,10255.17309,6595.599647,-3659.573443
505,1713000505,14,5578.659424,5559.646329,-19.01309500000025
506,1713000506,14,2703.020294,2691.455919,-11.564374999999927
507,1713000507,10,9139.975044,9090.124057,-49.850986999999805
508,1713000508,12,8827.86729,6964.438891,-1863.4283990000004
509,1713000509,12,9371.23221,9371.23221,0.0
510,1713000510,11,2415.588701,2487.908369,72.31966800000009
511,1713000511,13,7720.61136,7720.61136,0.0
512,1713000512,15,9688.270512,9825.159474,136.8889620000009
513,1713000513,15,13168.343613,13148.847773,-19.49583999999959
514,1713000514,14,2628.612633,2287.66516,-340.9474730000002
515,1713000515,15,9354.405804,9354.405804,0.0
516,1713000516,14,9618.306111,6237.172286,-3381.133825
517,1713000517,16,8311.436715,7700.938493,-610.4982220000002
518,1713000518,12,6590.259622,5154.032012,-1436.22761
519,1713000519,10,20291.894781,20278.921044,-12.973737000000256
520,1713000520,11,10195.697707,7641.999718,-2553.6979889999993
521,1713000521,14,10348.627707,10347.471815,-1.1558919999988575
522,1713000522,13,14770.331245,11636.528355,-3133.802889999999
523,1713000523,14,9078.40895,8904.988198,-173.420752
524,1713000524,15,7725.915408,7755.952682,30.037274000000252
525,1713000525,11,11367.698689,11312.663193,-55.03549600000042
526,1713000526,13,3363.063541,3574.940226,211.87668500000018
527,1713000527,12,6420.910601,6420.910601,0.0
528,1713000528,16,12502.190742,14196.241584,1694.0508419999987
529,1713000529,14,9718.335378,9086.512564,-631.8228139999992
530,1713000530,10,3466.303139,3467.000396,0.6972569999998086
531,1713000531,16,8818.924219,8818.924219,0.0
532,1713000532,12,10120.164739,8956.358824,-1163.805914999999
533,1713000533,11,7660.530061,7543.848013,-116.68204800000058
534,1713000534,15,1190.32679,1293.963116,103.63632599999983
535,1713000535,14,9012.568478,9012.568478,0.0
536,1713000536,12,10415.700708,10899.271212,483.57050399999935
537,1713000537,15,7796.538529,7796.538529,0.0
538,1713000538,12,4291.644418,3705.187923,-586.4564949999999
539,1713000539,16,9766.573726,9766.573726,0.0
540,1713000540,12,11063.433354,11107.525721,44.092366999999285
541,1713000541,14,10593.097909,10758.358234,165.26032499999928
542,1713000542,12,9677.323089,10804.417286,1127.0941970000003
543,1713000543,12,14677.021395,14637.730664,-39.29073099999914
544,1713000544,16,9587.055991,8550.180488,-1036.8755029999993
545,1713000545,16,5193.229973,5193.229973,0.0
546,1713000546,16,2808.309149,3051.775553,243.46640399999978
547,1713000547,12,8826.707753,8826.707753,0.0
548,1713000548,14,5166.8913,8727.503116,3560.6118159999996
549,1713000549,10,9862.446825,9860.571153,-1.8756720000001224
550,1713000550,10,6883.859596,6814.733417,-69.12617899999987
551,1713000551,16,9179.724367,9179.724367,0.0
552,1713000552,10,10660.989338,10432.611687,-228.37765099999888
553,1713000553,10,7009.709164,7009.709164,0.0
554,1713000554,11,3747.704939,3814.550019,66.8450799999996
555,1713000555,14,11571.440291,11571.440291,0.0
556,1713000556,10,9904.57033,9149.431104,-755.1392260000011
557,1713000557,13,9007.496025,9007.496025,0.0
558,1713000558,10,1481.95754,1739.412402,257.4548619999998
559,1713000559,11,9994.931931,9994.931931,0.0
560,1713000560,10,7510.993735,8625.868191,1114.8744559999996
561,1713000561,12,10706.830394,10709.234234,2.403839999999036
562,1713000562,12,1639.046101,1594.2537,-44.79240099999993
563,1713000563,11,10832.526299,10700.475612,-132.05068699999902
564,1713000564,10,10850.220309,10151.918536,-698.301773000001
565,1713000565,16,7391.880383,7391.880383,0.0
566,1713000566,12,8761.356245,8725.108896,-36.24734900000112
567,1713000567,10,12371.133876,12371.133876,0.0
568,1713000568,12,8803.322385,8739.395486,-63.92689900000005
569,1713000569,16,7659.482831,7659.482831,0.0
570,1713000570,13,3838.598794,3838.598794,0.0
571,1713000571,15,9878.157909,9878.157909,0.0
572,1713000572,10,4760.99944,4760.99944,0.0
573,1713000573,14,5031.005222,5031.005222,0.0
574,1713000574,12,8749.058791,6251.308737,-2497.750053999999
575,1713000575,15,11204.837445,10868.395965,-336.4414799999995
576,1713000576,10,11083.557939,11671.454847,587.8969080000006
577,1713000577,16,6693.191385,6693.191385,0.0
578,1713000578,12,5917.910289,5907.077551,-10.832738000000063
579,1713000579,12,13907.459981,13907.459981,0.0
580,1713000580,11,9701.395245,8912.950649,-788.4445959999994
581,1713000581,16,7090.994865,7090.994865,0.0
582,1713000582,10,9507.980098,9679.435889,171.45579100000032
583,1713000583,11,8962.007982,8962.007982,0.0
584,1713000584,14,11036.234225,11036.234225,0.0
585,1713000585,10,10898.593601,10870.507223,-28.086377999999968
586,1713000586,11,9235.161749,9432.235918,197.07416899999953
587,1713000587,13,11590.457526,11590.457526,0.0
588,1713000588,13,10427.899716,10427.899716,0.0
589,1713000589,13,6230.88023,6230.88023,0.0
590,1713000590,16,2864.099473,2850.975631,-13.123842000000423
591,1713000591,15,10997.362506,11038.9104,41.54789400000118
592,1713000592,10,9624.508663,5290.915602,-4333.5930610000005
593,1713000593,16,6449.901625,6449.901625,0.0
594,1713000594,10,9009.559074,9153.45481,143.89573599999858
595,1713000595,15,7551.764781,7233.70584,-318.05894100000023
596,1713000596,12,8529.255659,7717.13218,-812.1234790000008
597,1713000597,14,10795.977202,10795.977202,0.0
598,1713000598,16,2856.173718,2856.173718,0.0
599,1713000599,14,8599.852912,8599.852912,0.0
600,1713000600,14,13239.169858,13239.169858,0.0
601,1713000601,12,9902.136372,8565.647012,-1336.4893600000014
602,1713000602,12,1671.498766,7168.522154,5497.0233880000005
603,1713000603,12,14884.866433,14376.371461,-508.4949719999986
604,1713000604,12,9099.615003,7884.2633,-1215.3517030000012
605,1713000605,10,6716.452254,6716.452254,0.0
606,1713000606,11,10900.381565,10679.513688,-220.8678770000006
607,1713000607,14,6658.684317,6658.684317,0.0
608,1713000608,14,10774.128607,10617.910182,-156.21842500000093
609,1713000609,13,6822.201669,6822.201669,0.0
610,1713000610,11,1656.983221,1656.983221,0.0
611,1713000611,15,12001.39782,11293.371317,-708.026503000001
612,1713000612,12,5974.184968,7510.918517,1536.7335490000005
